date,0000_0030,0030_0100,0100_0130,0130_0200,0200_0230,0230_0300,0300_0330,0330_0400,0400_0430,0430_0500,0500_0530,0530_0600,0600_0630,0630_0700,0700_0730,0730_0800,0800_0830,0830_0900,0900_0930,0930_1000,1000_1030,1030_1100,1100_1130,1130_1200,1200_1230,1230_1300,1300_1330,1330_1400,1400_1430,1430_1500,1500_1530,1530_1600,1600_1630,1630_1700,1700_1730,1730_1800,1800_1830,1830_1900,1900_1930,1930_2000,2000_2030,2030_2100,2100_2130,2130_2200,2200_2230,2230_2300,2300_2330,2330_2400
30/08/2021,0.70,0.70,0.65,0.70,0.70,0.70,0.70,0.70,0.65,0.70,0.35,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.50,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70
31/08/2021,0.65,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.20,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.50,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70
01/09/2021,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.35,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.20,0.70,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70
02/09/2021,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.65,0.10,0.05,0.05,0.10,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.30,0.65,0.70,0.65,0.65,0.65,0.70,0.65,0.65,0.70
03/09/2021,0.65,0.65,0.65,0.70,0.65,0.65,0.70,0.65,0.65,0.65,0.65,0.05,0.10,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.20,0.65,0.65,0.70,0.65,0.65,0.70,0.65,0.65,0.65,0.70
04/09/2021,0.65,0.65,0.70,0.65,0.65,0.65,0.70,0.65,0.65,0.70,0.40,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.45,0.65,0.70,0.65,0.70,0.65,0.65,0.70,0.65,0.70
05/09/2021,0.65,0.65,0.70,0.65,0.70,0.65,0.65,0.70,0.65,0.70,0.45,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.70,0.65,0.65,0.70,0.65,0.65,0.70,0.65,0.65,0.70
06/09/2021,0.65,0.65,0.70,0.65,0.65,0.70,0.65,0.70,0.65,0.65,0.60,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.50,0.65,0.70,0.65,0.70,0.65,0.70,0.70,0.65,0.70
07/09/2021,0.65,0.70,0.65,0.70,0.65,0.70,0.70,0.65,0.70,0.65,0.50,0.05,0.10,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70
08/09/2021,0.70,0.65,0.70,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.50,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.30,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.65
09/09/2021,0.70,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.70,0.65,0.15,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.10,0.05,0.20,0.70,0.65,0.70,0.70,0.65,0.70,0.70,0.65,0.70,0.70
